date	daytype	seconds	miles	tips	total	payment_type	speed
2019-05-19	weekday	2100	1	5	49.75	Credit	1.7142857
2019-01-27	weekday	531	1.69	2	11.5	Credit	11.457627
2019-02-01	weekend	299	0.74	0	5.5	Cash	8.9096990
2019-11-30	weekend	182	0.4	0	4	Cash	7.9120879
2019-02-07	weekday	320	1.1	2	8.75	Credit	12.375000
2019-07-27	weekend	1673	7.49	3.3	25.3	Credit	16.117155
2019-06-25	weekday	458	1.19	3	10.5	Credit	9.3537118
2019-10-12	weekend	661	1.36	0	9.25	Cash	7.4069592
2019-06-13	weekday	609	0.87	1	8.75	Credit	5.1428571
2019-09-12	weekday	247	0.95	0	5.5	Cash	13.846154
2019-04-21	weekday	489	1.3	0	8	Cash	9.5705521
2019-08-01	weekday	1069	2.24	0	11.25	Cash	7.5434986
2019-08-04	weekday	1863	12.84	5.96	45.71	Credit	24.811594
2019-01-10	weekday	3446	17.19	9.75	58.5	Credit	17.958212
2019-07-20	weekend	360	0.5	0	5.25	Cash	5
2019-01-18	weekend	318	0.8	2	8.25	Credit	9.0566038
2019-05-08	weekday	939	3.13	2	14.25	Credit	12
2019-03-07	weekday	360	0.6	0	5.75	Cash	6.0000000
2019-01-02	weekday	1136	7.2	0	20.5	Cash	22.816901
2019-05-24	weekend	360	1.3	0	7.75	Cash	13
2019-06-08	weekend	660	2.3	2	11.25	Credit	12.545455
2019-11-08	weekend	1980	1	9.05	54.55	Credit	1.8181818
2019-03-30	weekend	601	1.65	0	8.25	Cash	9.8835275
2019-08-06	weekday	701	1.92	1	11.5	Credit	9.8601997
2019-01-03	weekday	1925	9.8	0	33	Cash	18.327273
2019-08-05	weekday	2199	18.91	9.35	56.1	Credit	30.957708
2019-12-08	weekday	331	1	0	7.25	Cash	10.876133
2019-02-15	weekend	484	1.48	0	7.5	Cash	11.008264
2019-06-20	weekday	480	1.3	3	10.5	Credit	9.7500000
2019-07-09	weekday	1373	9.55	0	27.5	Cash	25.040058
2019-09-22	weekday	840	4	2.8	16.3	Credit	17.142857
2019-05-30	weekday	859	4.31	2.95	17.7	Credit	18.062864
2019-10-23	weekday	3369	22.8	12.05	72.3	Credit	24.363313
2019-12-29	weekday	427	0.9	0	8	Cash	7.5878220
2019-06-25	weekday	466	0.8	2	8.75	Credit	6.1802575
2019-04-24	weekday	779	4.8	3.1	18.6	Credit	22.182285
2019-03-18	weekday	660	1.4	2	10.5	Credit	7.6363636
2019-10-21	weekday	660	2.8	1	11.75	Credit	15.272727
2019-12-04	weekday	574	1.7	2	10.5	Credit	10.662021
2019-04-20	weekend	335	0.7	0	7.75	Cash	7.5223881
2019-04-18	weekday	660	0.1	2	10.5	Credit	0.54545455
2019-03-23	weekend	420	1.4	0	6.75	Cash	12.000000
2019-02-25	weekday	534	0.92	0	6.75	Cash	6.2022472
2019-04-03	weekday	776	2.25	3	13.5	Credit	10.438144
2019-03-21	weekday	325	0.85	0	5.75	Cash	9.4153846
2019-02-07	weekday	1020	0.6	0	10.25	Cash	2.1176471
2019-02-12	weekday	600	1.4	0	7.75	Cash	8.4000000
2019-01-03	weekday	965	6.89	5.38	26.88	Credit	25.703627
2019-04-21	weekday	240	0.7	3	9.25	Credit	10.500000
2019-08-15	weekday	445	0.8	0	5.75	Cash	6.4719101
2019-06-03	weekday	215	0.87	0	6.75	Cash	14.567442
2019-06-26	weekday	663	1.9	2	13.25	Credit	10.316742
2019-04-19	weekend	1941	16.57	0	48.5	Cash	30.732612
2019-03-14	weekday	638	1.8	0	8.75	Cash	10.156740
2019-11-20	weekday	420	1.2	0	7	Cash	10.285714
2019-05-30	weekday	1463	13.9	8	48	Credit	34.203691
2019-03-25	weekday	1682	9.7	0	28.25	Cash	20.760999
2019-06-24	weekday	1103	5.46	0	23	Cash	17.820490
2019-08-31	weekend	540	0.1	3	15.5	Credit	0.66666667
2019-09-16	weekday	1620	11.2	7.45	44.2	Credit	24.888889
2019-07-09	weekday	613	0.83	1	8.5	Credit	4.8743883
2019-05-09	weekday	740	3.35	1.91	14.66	Credit	16.297297
2019-01-30	weekday	120	0.7	0	4.75	Cash	21
2019-09-28	weekend	1242	5.14	0	15	Cash	14.898551
2019-05-10	weekend	642	1.9	3	12.25	Credit	10.654206
2019-09-21	weekend	1179	16.81	9.15	54.9	Credit	51.328244
2019-04-04	weekday	778	2.01	0	9.25	Cash	9.3007712
2019-09-10	weekday	421	1.11	0	6.5	Cash	9.4916865
2019-09-02	weekday	1377	17.6	9.65	57.9	Credit	46.013072
2019-12-01	weekday	745	3.03	0	12	Cash	14.641611
2019-12-12	weekday	490	0.98	2	10.25	Credit	7.2000000
2019-08-28	weekday	293	1.01	2	9.5	Credit	12.409556
2019-09-16	weekday	402	1.38	0	7	Cash	12.358209
2019-03-21	weekday	420	1.3	2	8.5	Credit	11.142857
2019-04-22	weekday	480	2.2	0	10.75	Cash	16.500000
2019-11-16	weekend	729	1.87	2	11.75	Credit	9.2345679
2019-10-31	weekday	836	1.59	2	11.75	Credit	6.8468900
2019-05-12	weekday	2056	16.8	0	46	Cash	29.416342
2019-08-16	weekend	1998	17.66	8	56.5	Credit	31.819820
2019-09-29	weekday	1920	0.6	0	29.25	Credit	1.1250000
2019-09-12	weekday	840	2.8	3	14.25	Credit	12.000000
2019-12-12	weekday	240	0.6	1.2	6.95	Credit	9
2019-05-26	weekday	360	1.39	0	7	Cash	13.900000
2019-05-30	weekday	4620	17.1	10.3	61.3	Credit	13.324675
2019-03-19	weekday	300	1	0	6	Cash	12
2019-10-11	weekend	440	1.04	3	10	Credit	8.5090909
2019-11-08	weekend	360	1.1	0.65	7.15	Credit	11
2019-02-17	weekday	659	1.51	0	8.25	Cash	8.2488619
2019-10-07	weekday	660	4.8	3.69	18.44	Credit	26.181818
2019-02-14	weekday	600	1.4	2	10.75	Credit	8.4000000
2019-11-22	weekend	704	1.08	0	8.5	Cash	5.5227273
2019-06-11	weekday	540	1	0	8.75	Cash	6.6666667
2019-02-18	weekday	410	2.1	0	13.75	Cash	18.439024
2019-06-11	weekday	308	0.73	2	9.5	Credit	8.5324675
2019-08-04	weekday	1200	0.4	4.4	25.9	Credit	1.2000000
2019-02-13	weekday	2627	18.71	0	50.5	Cash	25.639893
2019-11-20	weekday	960	0.9	2	11	Credit	3.3750000
2019-02-01	weekend	258	0.66	2	8.75	Credit	9.2093023
2019-02-25	weekday	540	1.6	4	12.75	Credit	10.666667
2019-02-19	weekday	480	1.4	0	7.75	Cash	10.500000
2019-03-31	weekday	960	3.5	2	16.5	Credit	13.125000
2019-01-06	weekday	11231	0.65	0	28.75	Cash	0.20835188
2019-07-31	weekday	595	2.12	2	11.25	Credit	12.826891
2019-06-12	weekday	1172	2.88	0	12.5	Cash	8.8464164
2019-03-23	weekend	1860	12	6.9	41.4	Credit	23.225806
2019-02-28	weekday	155	0.3	1	5.25	Credit	6.9677419
2019-01-08	weekday	360	1.2	0	6.75	Cash	12.000000
2019-09-26	weekday	299	0.95	1	8.75	Credit	11.438127
2019-09-28	weekend	720	0.1	0	9.25	Cash	0.50000000
2019-03-17	weekday	201	0.5	0	4.5	Cash	8.9552239
2019-04-22	weekday	3780	25.4	0	71	Cash	24.190476
2019-06-27	weekday	5195	23.87	0	69.75	Cash	16.541290
2019-04-03	weekday	566	0.96	0	7.75	Cash	6.1060071
2019-10-22	weekday	665	1.36	4	13.5	Credit	7.3624060
2019-08-22	weekday	540	1.9	3	12	Credit	12.666667
2019-02-12	weekday	540	1.3	0.85	9.35	Credit	8.6666667
2019-07-19	weekend	1140	2.4	0	13.25	Cash	7.5789474
2019-12-09	weekday	516	0.96	2	9.25	Credit	6.6976744
2019-03-14	weekday	366	1.25	0	6	Cash	12.295082
2019-12-09	weekday	3240	46.3	0	112.75	Cash	51.444444
2019-02-14	weekday	240	0.6	1	6.5	Credit	9
2019-12-31	weekday	2160	18.1	0	49.25	Cash	30.166667
2019-08-13	weekday	233	0.5	2	7.25	Credit	7.7253219
2019-04-16	weekday	741	3.56	1	13.75	Credit	17.295547
2019-11-18	weekday	195	0.6	0	5	Cash	11.076923
2019-06-06	weekday	300	1	0	6	Cash	12
2019-08-19	weekday	1560	16.3	11.15	55.4	Credit	37.615385
2019-01-02	weekday	2130	14.76	3	47.25	Credit	24.946479
2019-05-16	weekday	2561	11.43	4	35.5	Credit	16.067161
2019-04-08	weekday	1020	5.3	3.25	19.5	Credit	18.705882
2019-10-23	weekday	593	0.9	2	9.25	Credit	5.4637437
2019-01-11	weekend	356	0.46	3	10	Credit	4.6516854
2019-12-26	weekday	34012	21.02	0	53.75	Cash	2.2248618
2019-08-11	weekday	2765	17.7	7	52.5	Credit	23.045208
2019-02-28	weekday	1362	5.27	2.66	20.41	Credit	13.929515
2019-06-27	weekday	181	0.4	0	4.5	Cash	7.9558011
2019-08-28	weekday	660	1	0	7.75	Cash	5.4545455
2019-06-24	weekday	322	1.61	1	8.75	Credit	18.000000
2019-04-25	weekday	488	0.72	0	6.25	Cash	5.3114754
2019-06-26	weekday	780	2.7	2.4	13.9	Credit	12.461538
2019-02-26	weekday	1443	5.86	6	26	Credit	14.619543
2019-04-18	weekday	673	1.7	2	12	Credit	9.0936107
2019-01-18	weekend	565	1.24	0	7.5	Cash	7.9008850
2019-08-17	weekend	1620	11.9	9.12	45.62	Credit	26.444444
2019-11-12	weekday	240	0.6	0	5.25	Cash	9
2019-11-16	weekend	1080	3	0	12.25	Cash	10
2019-08-16	weekend	960	1.6	1	10.5	Credit	6
2019-08-01	weekday	891	2.99	2	14	Credit	12.080808
2019-10-24	weekday	540	0.1	0	8	Cash	0.66666667
2019-08-28	weekday	380	1.21	2	9	Credit	11.463158
2019-02-23	weekend	996	8.5	3.82	29.32	Credit	30.722892
2019-03-02	weekend	360	1	2	9.25	Credit	10
2019-02-21	weekday	1140	3.7	0	13.75	Cash	11.684211
2019-10-12	weekend	143	0.5	0	4.25	Cash	12.587413
2019-04-09	weekday	1943	12.3	5.62	43.12	Credit	22.789501
2019-12-09	weekday	2218	16.31	5	51.25	Credit	26.472498
2019-06-09	weekday	450	1.18	0	7.5	Cash	9.4400000
2019-04-28	weekday	234	0.76	0	5.25	Cash	11.692308
2019-09-15	weekday	511	1.33	2	11	Credit	9.3698630
2019-02-25	weekday	1680	1.1	9.9	59.4	Credit	2.3571429
2019-04-26	weekend	100	0.07	0	3.5	Cash	2.5200000
2019-11-05	weekday	929	0.84	3	13.25	Credit	3.2551130
2019-09-20	weekend	180	0.47	0	4.25	Cash	9.4000000
2019-10-28	weekday	1579	14.8	7.7	46.2	Credit	33.742875
2019-09-13	weekend	1620	18.1	10	60	Credit	40.222222
2019-09-24	weekday	720	0.2	3	14.5	Credit	1
2019-07-09	weekday	540	1.3	3	10.5	Credit	8.6666667
2019-06-20	weekday	654	0.98	0	10.75	Cash	5.3944954
2019-03-19	weekday	360	1.1	0	7.25	Cash	11
2019-03-19	weekday	468	1.14	2	9.5	Credit	8.7692308
2019-10-15	weekday	331	0.87	0	6	Cash	9.4622356
2019-09-04	weekday	522	2.58	3	13.25	Credit	17.793103
2019-04-14	weekday	240	0.8	0	6.5	Cash	12
2019-05-09	weekday	508	0.57	0	6.25	Cash	4.0393701
2019-02-02	weekend	1446	2.4	0	13.75	Cash	5.9751037
2019-08-07	weekday	480	1.7	0	8	Cash	12.750000
2019-02-19	weekday	1020	2	2.85	14.35	Credit	7.0588235
2019-04-30	weekday	660	2.6	0	11.5	Cash	14.181818
2019-04-30	weekday	1463	2.46	0	13.75	Cash	6.0533151
2019-05-24	weekend	2160	1	12.35	61.35	Credit	1.6666667
2019-08-21	weekday	540	1	0	6.75	Cash	6.6666667
2019-06-14	weekend	1700	6.51	5.94	29.69	Credit	13.785882
2019-05-14	weekday	240	0.2	0	4.5	Cash	3
2019-05-11	weekend	1233	13.56	5.21	39.96	Credit	39.591241
2019-08-10	weekend	480	1	0	8.25	Cash	7.5000000
2019-06-05	weekday	240	0.9	0	5.5	Cash	13.500000
2019-04-26	weekend	300	0.6	0	5.25	Cash	7.2000000
2019-04-03	weekday	420	0.9	3	9.25	Credit	7.7142857
2019-12-04	weekday	3180	13.4	0	36.5	Cash	15.169811
2019-05-01	weekday	663	1.9	1	10.25	Credit	10.316742
2019-01-28	weekday	6471	6.6	0	44	Cash	3.6717663
2019-10-30	weekday	319	0.66	0	5.5	Cash	7.4482759
2019-03-02	weekend	900	6.2	0	18.5	Cash	24.800000
2019-09-10	weekday	540	1.8	0	8	Cash	12
2019-09-30	weekday	886	5.83	0	17	Cash	23.688488
2019-06-24	weekday	317	0.7	3	10.5	Credit	7.9495268
2019-08-27	weekday	471	1.1	2	9.25	Credit	8.4076433
2019-06-09	weekday	231	0.56	0	5	Cash	8.7272727
2019-10-08	weekday	823	1.7	1	10.5	Credit	7.4362090
2019-06-13	weekday	689	1.08	0	7.25	Cash	5.6429608
2019-11-16	weekend	906	6.7	0	20.5	Cash	26.622517
2019-02-11	weekday	480	0.6	2	8.25	Credit	4.5000000
2019-05-02	weekday	351	0.67	0	5.75	Cash	6.8717949
2019-05-15	weekday	240	0.7	0	5.25	Cash	10.500000
2019-05-07	weekday	511	1.59	3	12.75	Credit	11.201566
2019-03-27	weekday	942	3.97	0	13.5	Cash	15.171975
2019-08-19	weekday	1605	12.7	6.8	40.8	Credit	28.485981
2019-06-22	weekend	660	2.8	1	11.75	Credit	15.272727
2019-06-26	weekday	222	0.52	0	4.75	Cash	8.4324324
2019-04-07	weekday	420	0.1	2.25	10	Credit	0.85714286
2019-06-23	weekday	240	1.1	0	7.25	Cash	16.500000
2019-03-05	weekday	900	0.4	4.1	24.6	Credit	1.6000000
2019-02-20	weekday	502	1.43	2	10.25	Credit	10.254980
2019-11-27	weekday	1740	1.8	0	12.5	Cash	3.7241379
2019-02-04	weekday	300	0.9	1	6.75	Credit	10.800000
2019-07-24	weekday	747	1.4	0	9.75	Cash	6.7469880
2019-07-31	weekday	420	1.3	0	7	Cash	11.142857
2019-03-16	weekend	420	1.5	3	10.5	Credit	12.857143
2019-10-24	weekday	794	2.96	3.15	18.9	Credit	13.420655
2019-07-22	weekday	300	0.6	0	5.25	Cash	7.2000000
2019-03-04	weekday	891	3.36	2.5	15	Credit	13.575758
2019-03-06	weekday	180	0.4	2	7.25	Credit	8
2019-08-19	weekday	521	1.53	3	11.25	Credit	10.571977
2019-01-10	weekday	451	1.5	2	10.5	Credit	11.973392
2019-10-22	weekday	720	4.2	3	20.5	Credit	21
2019-07-11	weekday	841	1.6	0	9.25	Cash	6.8489893
2019-07-10	weekday	624	1.49	2	11.75	Credit	8.5961538
2019-10-24	weekday	480	1.1	2	9.5	Credit	8.2500000
2019-10-29	weekday	1800	13.5	10.9	46.9	Credit	27
2019-06-12	weekday	1140	6.8	7.05	30.55	Credit	21.473684
2019-08-30	weekend	360	0.6	0	5.75	Cash	6.0000000
2019-12-13	weekend	300	0.8	0	7	Cash	9.6000000
2019-06-19	weekday	1380	0.2	0	16.5	Cash	0.52173913
2019-03-14	weekday	840	1.6	2	11.5	Credit	6.8571429
2019-06-03	weekday	698	2.8	2	13	Credit	14.441261
2019-07-30	weekday	240	0.6	0	4.75	Cash	9
2019-03-12	weekday	360	1.1	3	9	Credit	11
2019-04-15	weekday	302	0.92	0	6	Cash	10.966887
2019-12-16	weekday	223	0.76	1	8.75	Credit	12.269058
2019-03-01	weekend	240	0.5	2	7	Credit	7.5000000
2019-11-27	weekday	2428	7.29	5.94	29.69	Credit	10.808896
2019-04-14	weekday	480	1.1	0	7.75	Cash	8.2500000
2019-04-11	weekday	360	0.8	2	8	Credit	8
2019-07-05	weekend	750	4.09	0	13.5	Cash	19.632000
2019-02-25	weekday	660	0.6	2	9	Credit	3.2727273
2019-05-11	weekend	540	1.6	1	9	Credit	10.666667
2019-03-14	weekday	209	0.61	0	5	Cash	10.507177
2019-02-08	weekend	2932	17.59	9.9	59.4	Credit	21.597544
2019-12-16	weekday	534	2.96	0	10.5	Cash	19.955056
2019-07-25	weekday	480	0.8	0	6.5	Cash	6
2019-10-02	weekday	911	3.31	3.19	15.94	Credit	13.080132
2019-04-01	weekday	480	3.4	0	11.5	Cash	25.500000
2019-11-30	weekend	1298	16.3	0	45	Cash	45.208012
2019-06-10	weekday	3048	17.1	7.35	56.35	Credit	20.196850
2019-07-29	weekday	924	5.09	0	16.75	Cash	19.831169
2019-06-19	weekday	1078	9.38	6.15	36.9	Credit	31.324675
2019-12-11	weekday	600	2.1	0	9.25	Cash	12.600000
2019-01-29	weekday	260	0.89	0	5.5	Cash	12.323077
2019-09-25	weekday	411	0.67	4	10.25	Credit	5.8686131
2019-08-14	weekday	2893	17.67	7.39	56.64	Credit	21.988247
2019-02-23	weekend	300	0.6	0	6.75	Cash	7.2000000
2019-06-24	weekday	420	1.6	3	14.5	Credit	13.714286
2019-01-29	weekday	1140	1.8	0	10.75	Cash	5.6842105
2019-09-16	weekday	1140	0.3	0	18	Cash	0.94736842
2019-02-08	weekend	540	0.1	2	11.25	Credit	0.66666667
2019-04-02	weekday	801	5.71	4.25	25.5	Credit	25.662921
2019-04-04	weekday	309	0.69	2	8	Credit	8.0388350
2019-10-31	weekday	180	0.5	2	6.75	Credit	10
2019-11-28	weekday	1927	17.13	0	0.01	Cash	32.002076
2019-02-25	weekday	1800	18.5	5	55.75	Credit	37
2019-07-27	weekend	102	0.09	0	4.75	Cash	3.1764706
2019-12-14	weekend	240	2.3	1	9.25	Credit	34.500000
2019-09-13	weekend	384	0.94	2	8.75	Credit	8.8125000
2019-07-31	weekday	172	0.56	2	7.25	Credit	11.720930
2019-03-02	weekend	1091	3.35	0	14	Cash	11.054079
2019-12-20	weekend	1286	8.09	0	23.75	Cash	22.646967
2019-04-23	weekday	1260	12.9	0	33.25	Cash	36.857143
2019-01-25	weekend	355	1.8	0	7.5	Cash	18.253521
2019-01-08	weekday	303	0.82	0	5.5	Cash	9.7425743
2019-06-27	weekday	2160	1	9.3	55.55	Credit	1.6666667
2019-12-05	weekday	1620	0.9	0	43	Cash	2
2019-11-25	weekday	494	1.4	2	9.75	Credit	10.202429
2019-05-30	weekday	2280	17.2	8.55	51.3	Credit	27.157895
2019-06-07	weekend	567	5.99	3.65	21.9	Credit	38.031746
2019-02-04	weekday	720	3.2	2.3	13.8	Credit	16
2019-04-12	weekend	864	1.37	0	9	Cash	5.7083333
2019-05-19	weekday	180	0.9	0	6.5	Cash	18
2019-07-26	weekend	3048	17.09	10.2	61.2	Credit	20.185039
2019-02-15	weekend	780	1.5	1.25	10.25	Credit	6.9230769
2019-07-17	weekday	244	0.25	0	4.5	Cash	3.6885246
2019-11-08	weekend	600	2.2	2	11	Credit	13.200000
2019-02-07	weekday	522	0.97	0	7.25	Credit	6.6896552
2019-04-21	weekday	180	0.7	2	6.75	Credit	14.000000
2019-07-06	weekend	1560	16	0	37.5	Cash	36.923077
2019-02-28	weekday	748	6.18	5	23.25	Credit	29.743316
2019-05-03	weekend	1140	3.2	2.9	17.4	Credit	10.105263
2019-12-10	weekday	245	1.03	1	7.25	Credit	15.134694
2019-11-16	weekend	420	1.4	0	7	Cash	12.000000
2019-05-08	weekday	2713	16.5	10.56	52.81	Credit	21.894582
2019-06-04	weekday	300	2.1	0	8.25	Cash	25.200000
2019-04-28	weekday	600	1.8	0	9.75	Cash	10.800000
2019-10-09	weekday	2220	9.8	0	29.4	Cash	15.891892
2019-01-02	weekday	960	1.9	0	10.5	Cash	7.1250000
2019-01-22	weekday	3120	16.3	9.05	54.3	Credit	18.807692
2019-02-14	weekday	1320	9.5	0	25.5	Cash	25.909091
2019-01-03	weekday	540	1.8	3	11.5	Credit	12
2019-03-29	weekend	840	7.4	4.15	24.9	Credit	31.714286
2019-01-08	weekday	215	0.68	1	8	Credit	11.386047
2019-02-09	weekend	540	1.5	2	9.75	Credit	10
2019-10-23	weekday	2223	5.03	4.25	25.5	Credit	8.1457490
2019-05-21	weekday	1205	2.95	2.7	16.2	Credit	8.8132780
2019-05-08	weekday	2340	8.5	8.15	35.4	Credit	13.076923
2019-02-28	weekday	387	1.19	3	10	Credit	11.069767
2019-07-31	weekday	1320	13.9	8.05	48.05	Credit	37.909091
2019-06-01	weekend	5737	10.23	0	48.5	Cash	6.4193830
2019-08-23	weekend	513	1.93	2	10.75	Credit	13.543860
2019-09-09	weekday	660	4.7	4.5	19	Credit	25.636364
2019-11-11	weekday	2100	19.7	2.22	55.47	Credit	33.771429
2019-07-10	weekday	758	1.89	0	9.25	Cash	8.9762533
2019-04-01	weekday	1980	16.9	9.4	56.4	Credit	30.727273
2019-09-27	weekend	1500	1	9.7	57.7	Credit	2.4000000
2019-03-27	weekday	1980	0.9	7	48.75	Credit	1.6363636
2019-11-12	weekday	1169	13.38	0	38.75	Cash	41.204448
2019-10-14	weekday	391	1.07	4	11	Credit	9.8516624
2019-09-21	weekend	674	1.61	4	13	Credit	8.5994065
2019-10-12	weekend	802	4.4	2.32	17.82	Credit	19.750623
2019-04-27	weekend	420	1.2	0	7	Cash	10.285714
2019-04-12	weekend	580	1.76	0	9.25	Cash	10.924138
2019-02-16	weekend	390	1.1	2	9.25	Credit	10.153846
2019-04-04	weekday	211	0.99	0	5.5	Cash	16.890995
2019-12-20	weekend	380	0.98	0	7.25	Cash	9.2842105
2019-09-30	weekday	780	0.1	2.3	13.3	Credit	0.46153846
2019-05-02	weekday	600	3	2.1	12.85	Credit	18
2019-08-06	weekday	600	2.4	0	9.5	Cash	14.400000
2019-07-17	weekday	420	0.8	1	7	Credit	6.8571429
2019-08-08	weekday	280	0.7	2	7.75	Credit	9
2019-01-15	weekday	726	1.75	2	11.75	Credit	8.6776860
2019-04-10	weekday	480	2.8	0	8	Cash	21
2019-04-05	weekend	747	4.5	0	14.5	Cash	21.686747
2019-06-27	weekday	832	6.34	0	18.25	Cash	27.432692
2019-11-07	weekday	240	1	0	6	Cash	15
2019-06-08	weekend	815	4.83	0	16.25	Cash	21.334969
2019-07-12	weekend	750	2.02	2	13.5	Credit	9.6960000
2019-11-27	weekday	191	0.84	2	7.75	Credit	15.832461
2019-04-23	weekday	486	1.1	0	8.25	Cash	8.1481481
2019-10-16	weekday	765	1.7	0	9	Cash	8
2019-07-28	weekday	256	0.89	0	5.5	Cash	12.515625
2019-09-27	weekend	480	0.8	2	10.5	Credit	6
2019-08-09	weekend	1560	0.4	0	21.25	Cash	0.92307692
2019-10-09	weekday	1560	1.2	10	87.25	Credit	2.7692308
2019-04-29	weekday	660	0.6	0	7	Cash	3.2727273
2019-02-14	weekday	3934	18.61	10.7	64.2	Credit	17.029995
2019-06-16	weekday	881	3.6	0	13.5	Cash	14.710556
2019-02-27	weekday	2100	6.3	0	20.25	Cash	10.800000
2019-04-04	weekday	735	2	2	11.75	Credit	9.7959184
2019-06-25	weekday	780	6.5	0	18.5	Cash	30
2019-07-16	weekday	180	1.3	0	6.25	Cash	26
2019-07-13	weekend	1440	6.2	5.9	25.15	Credit	15.500000
2019-06-16	weekday	180	0.6	0	6.5	Cash	12.000000
2019-02-11	weekday	2201	17.03	8.8	52.8	Credit	27.854612
2019-09-27	weekend	411	0.81	2	8.75	Credit	7.0948905
2019-08-04	weekday	765	3.91	1	15.25	Credit	18.400000
2019-02-09	weekend	135	0.74	2	7.25	Credit	19.733333
2019-08-09	weekend	720	1.7	0	10	Cash	8.5000000
2019-12-14	weekend	726	6	0	18.5	Cash	29.752066
2019-09-11	weekday	1020	3	0	13.25	Cash	10.588235
2019-11-05	weekday	412	2.08	0	8.25	Cash	18.174757
2019-03-04	weekday	628	1.13	0	7.5	Cash	6.4777070
2019-07-27	weekend	351	1.42	0	9	Cash	14.564103
2019-10-04	weekend	360	1.7	0	7.5	Cash	17
2019-07-16	weekday	10762	16.63	0	45.5	Cash	5.5629065
2019-01-14	weekday	348	1	2	8.5	Credit	10.344828
2019-04-07	weekday	2280	17.6	0	48	Credit	27.789474
2019-07-19	weekend	1156	10.93	0	48.25	Cash	34.038062
2019-11-22	weekend	923	1.71	1	11.25	Credit	6.6695558
2019-06-05	weekday	720	4.87	3	18	Credit	24.350000
2019-05-10	weekend	840	2.1	2.05	12.3	Credit	9
2019-06-07	weekend	356	0.94	2	8.5	Credit	9.5056180
2019-07-01	weekday	1500	10.8	0	30	Cash	25.920000
2019-06-19	weekday	480	1.3	1.45	8.7	Credit	9.7500000
2019-01-03	weekday	480	0.1	0	8.75	Cash	0.75000000
2019-01-18	weekend	600	0.1	0	11.25	Cash	0.60000000
2019-01-17	weekday	646	2.16	0	10	Credit	12.037152
2019-09-05	weekday	660	1.7	1	9.5	Credit	9.2727273
2019-12-09	weekday	540	2.4	0	9.5	Cash	16
2019-10-22	weekday	231	1	0	6.25	Credit	15.584416
2019-01-11	weekend	3540	17.6	12.44	62.19	Credit	17.898305
2019-02-11	weekday	1893	12.22	0	72.5	Credit	23.239303
2019-10-02	weekday	3600	10.2	0	34.5	Credit	10.200000
2019-09-26	weekday	572	0.84	0	7	Cash	5.2867133
2019-06-06	weekday	798	1.64	0	9	Cash	7.3984962
2019-02-11	weekday	1633	5.12	0	18.25	Credit	11.287201
2019-06-19	weekday	753	1.32	0	9.75	Cash	6.3107570
2019-08-23	weekend	825	1	0	8	Cash	4.3636364
2019-02-17	weekday	402	1.4	2	10.25	Credit	12.537313
2019-12-23	weekday	480	4.9	0	14.5	Cash	36.750000
2019-11-02	weekend	1020	5.5	0	16.75	Cash	19.411765
2019-11-25	weekday	871	2.15	0	12.5	Cash	8.8863375
2019-06-13	weekday	840	0.1	2.35	13.6	Credit	0.42857143
2019-03-26	weekday	360	1	0	6.25	Cash	10
2019-10-14	weekday	714	3.41	2	14.25	Credit	17.193277
2019-07-04	weekday	1080	4.1	0	14.5	Cash	13.666667
2019-06-29	weekend	589	1.42	0	10.5	Cash	8.6791171
2019-10-11	weekend	1380	0.3	0	16.75	Cash	0.78260870
2019-12-17	weekday	711	1.5	0	8.25	Cash	7.5949367
2019-09-20	weekend	2220	8	0	25.25	Cash	12.972973
2019-01-25	weekend	480	1.1	0	7.5	Cash	8.2500000
2019-12-20	weekend	720	2.3	0	14.75	Cash	11.500000
2019-02-08	weekend	480	1.9	3	12.75	Credit	14.250000
2019-05-18	weekend	1080	3.9	3.4	16.65	Credit	13
2019-04-24	weekday	312	0.9	1	8.25	Credit	10.384615
2019-06-09	weekday	360	0.8	2	9.25	Credit	8
2019-11-08	weekend	180	0.9	2	7.5	Credit	18
2019-09-13	weekend	240	1.2	0	6.75	Cash	18
2019-01-04	weekend	597	5.7	0	16.25	Cash	34.371859
2019-04-15	weekday	602	2.04	2	11.5	Credit	12.199336
2019-11-14	weekday	252	0.49	0	5	Cash	7.0000000
2019-05-22	weekday	284	0.7	0	6.25	Cash	8.8732394
2019-05-07	weekday	343	0.76	3	11.25	Credit	7.9766764
2019-08-27	weekday	364	0.88	2	8.5	Credit	8.7032967
2019-05-16	weekday	480	1.1	0	6.75	Cash	8.2500000
2019-03-24	weekday	673	1.75	2	11.25	Credit	9.3610698
2019-04-05	weekend	564	3.38	0	11.25	Cash	21.574468
2019-04-04	weekday	618	1.4	2	10.25	Credit	8.1553398
2019-06-19	weekday	664	3.21	2	14	Credit	17.403614
2019-05-15	weekday	886	6	3.85	23.1	Credit	24.379233
2019-06-15	weekend	454	1.12	0	6	Cash	8.8810573
2019-12-02	weekday	540	1.3	1	8.5	Credit	8.6666667
2019-08-08	weekday	231	1.42	0	6.5	Cash	22.129870
2019-12-22	weekday	986	3.45	0	15.25	Cash	12.596349
2019-03-23	weekend	1778	15.6	5	50.5	Credit	31.586052
2019-02-26	weekday	301	1.4	0	6.5	Cash	16.744186
2019-06-13	weekday	1753	9.83	7	7.78	Credit	20.187108
2019-01-22	weekday	1380	4	2.95	17.7	Credit	10.434783
